1000 3.71796e-10
500 1.97577e-10
250 1.61268e-09
125 1.07761e-10
62.5 1.46935e-10
31.25 3.32006e-11
15.625 1.59372e-11
7.8125 3.61871e-12
3.90625 1.74126e-12
1.95312 2.23578e-12
0.976562 4.38185e-12
